country,iso3,climate_vulnerability_index,Year,child_stunting_rate,child_wasting_rate,child_underweight_rate,infant_mortality,under5_mortality,child_mortality,who_stunting_rate,food_supply_kcal,poverty_below_3usd,tfp_index
Afghanistan,AFG,76.8,NA,NA,NA,NA,NA,NA,NA,41.4,2273.8936,NA,131.8512
Afghanistan,AFG,76.8,NA,NA,NA,NA,NA,NA,NA,42.7,2273.8936,NA,131.8512
Afghanistan,AFG,76.8,NA,NA,NA,NA,NA,NA,NA,42,2273.8936,NA,131.8512
Algeria,DZA,43.5,NA,NA,NA,NA,NA,NA,NA,8.4,3424.5012,0,106.8146
Algeria,DZA,43.5,NA,NA,NA,NA,NA,NA,NA,9.5,3424.5012,0,106.8146
Algeria,DZA,43.5,NA,NA,NA,NA,NA,NA,NA,8.9,3424.5012,0,106.8146
Angola,AGO,69,NA,NA,NA,NA,NA,NA,NA,44.8,2431.6443,39.294704,96.8475
Angola,AGO,69,NA,NA,NA,NA,NA,NA,NA,50.5,2431.6443,39.294704,96.8475
Angola,AGO,69,NA,NA,NA,NA,NA,NA,NA,47.7,2431.6443,39.294704,96.8475
Argentina urban,ARG,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,BGD,45.6,2023,21.6,10.9,21.1,32.4,36.2,5.46,24.4,2608.2378,5.9090796,89.147
Bangladesh,BGD,45.6,2023,21.6,10.9,21.1,32.4,36.2,5.46,25.7,2608.2378,5.9090796,89.147
Bangladesh,BGD,45.6,2023,21.6,10.9,21.1,32.4,36.2,5.46,25.1,2608.2378,5.9090796,89.147
Barbados,BRB,33.3,NA,NA,NA,NA,NA,NA,NA,5,3189.6501,1.6773976,NA
Barbados,BRB,33.3,NA,NA,NA,NA,NA,NA,NA,6.5,3189.6501,1.6773976,NA
Barbados,BRB,33.3,NA,NA,NA,NA,NA,NA,NA,5.8,3189.6501,1.6773976,NA
Belize,BLZ,40.7,NA,NA,NA,NA,NA,NA,NA,10.5,2833.099,1.0364783,86.5328
Belize,BLZ,40.7,NA,NA,NA,NA,NA,NA,NA,12.8,2833.099,1.0364783,86.5328
Belize,BLZ,40.7,NA,NA,NA,NA,NA,NA,NA,11.7,2833.099,1.0364783,86.5328
Benin,BEN,67.2,2023,39,10.3,23.3,64.5,63.9,NA,30.4,2703.3135,27.223417,95.4957
Benin,BEN,67.2,2023,39,10.3,23.3,64.5,63.9,NA,35.9,2703.3135,27.223417,95.4957
Benin,BEN,67.2,2023,39,10.3,23.3,64.5,63.9,NA,33.2,2703.3135,27.223417,95.4957
Bhutan,BTN,38.4,NA,NA,NA,NA,NA,NA,NA,17.2,3221.6367,0.013378284,87.3668
Bhutan,BTN,38.4,NA,NA,NA,NA,NA,NA,NA,18.6,3221.6367,0.013378284,87.3668
Bhutan,BTN,38.4,NA,NA,NA,NA,NA,NA,NA,17.9,3221.6367,0.013378284,87.3668
Bolivia,BOL,41.2,NA,NA,NA,NA,NA,NA,NA,NA,2359.748,2.8174872,98.3896
Botswana,BWA,39.4,NA,NA,NA,NA,NA,NA,NA,18.6,2826.39,21.36526,80.9307
Botswana,BWA,39.4,NA,NA,NA,NA,NA,NA,NA,23.3,2826.39,21.36526,80.9307
Botswana,BWA,39.4,NA,NA,NA,NA,NA,NA,NA,21,2826.39,21.36526,80.9307
Brazil,BRA,33.4,NA,NA,NA,NA,NA,NA,NA,8.1,3383.5542,3.8155887,96.5941
Brazil,BRA,33.4,NA,NA,NA,NA,NA,NA,NA,9.7,3383.5542,3.8155887,96.5941
Brazil,BRA,33.4,NA,NA,NA,NA,NA,NA,NA,8.9,3383.5542,3.8155887,96.5941
Burkina Faso,BFA,77.6,2023,19.8,9.44,15.3,25.7,38.3,12.4,17.5,2694.6262,42.061634,84.8302
Burkina Faso,BFA,77.6,2023,19.8,9.44,15.3,25.7,38.3,12.4,21.5,2694.6262,42.061634,84.8302
Burkina Faso,BFA,77.6,2023,19.8,9.44,15.3,25.7,38.3,12.4,19.5,2694.6262,42.061634,84.8302
Burundi,BDI,83.5,NA,NA,NA,NA,NA,NA,NA,52,1697.9843,74.19917,92.458
Burundi,BDI,83.5,NA,NA,NA,NA,NA,NA,NA,58.5,1697.9843,74.19917,92.458
Burundi,BDI,83.5,NA,NA,NA,NA,NA,NA,NA,55.3,1697.9843,74.19917,92.458
Cambodia,KHM,54.4,2023,18.4,9.77,13.9,8.37,11,2.65,20.5,2655.5457,NA,115.71
Cambodia,KHM,54.4,2023,18.4,9.77,13.9,8.37,11,2.65,23.3,2655.5457,NA,115.71
Cambodia,KHM,54.4,2023,18.4,9.77,13.9,8.37,11,2.65,22,2655.5457,NA,115.71
Cameroon,CMR,62.7,NA,NA,NA,NA,NA,NA,NA,24.7,2868.8884,26.691801,91.9318
Cameroon,CMR,62.7,NA,NA,NA,NA,NA,NA,NA,29.7,2868.8884,26.691801,91.9318
Cameroon,CMR,62.7,NA,NA,NA,NA,NA,NA,NA,27.2,2868.8884,26.691801,91.9318
Cape Verde,CPV,40.1,NA,NA,NA,NA,NA,NA,NA,NA,3014.697,14.604078,NA
Central African Republic CAR,CAF,91.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad,TCD,89.4,NA,NA,NA,NA,NA,NA,NA,29.3,2097.067,39.475376,102.8072
Chad,TCD,89.4,NA,NA,NA,NA,NA,NA,NA,33.7,2097.067,39.475376,102.8072
Chad,TCD,89.4,NA,NA,NA,NA,NA,NA,NA,31.5,2097.067,39.475376,102.8072
Chili,CHL,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,CHN,33.4,NA,NA,NA,NA,NA,NA,NA,4.2,3453.9045,0,113.7766
China,CHN,33.4,NA,NA,NA,NA,NA,NA,NA,4.8,3453.9045,0,113.7766
China,CHN,33.4,NA,NA,NA,NA,NA,NA,NA,4.5,3453.9045,0,113.7766
Colombia,COL,32.1,NA,NA,NA,NA,NA,NA,NA,10.5,3120.596,7.6869564,101.6134
Colombia,COL,32.1,NA,NA,NA,NA,NA,NA,NA,12.6,3120.596,7.6869564,101.6134
Colombia,COL,32.1,NA,NA,NA,NA,NA,NA,NA,11.6,3120.596,7.6869564,101.6134
Comoros,COM,61.2,2023,17,4.25,8.42,27.9,33.7,NA,15.5,2423.7202,31.356964,87.8921
Comoros,COM,61.2,2023,17,4.25,8.42,27.9,33.7,NA,19.3,2423.7202,31.356964,87.8921
Comoros,COM,61.2,2023,17,4.25,8.42,27.9,33.7,NA,17.4,2423.7202,31.356964,87.8921
Congo Brazzaville,COG,59.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo Democratic Republic,COD,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa Rica,CRI,27.8,NA,NA,NA,NA,NA,NA,NA,9.7,2999.108,1.2837076,94.4122
Costa Rica,CRI,27.8,NA,NA,NA,NA,NA,NA,NA,11.5,2999.108,1.2837076,94.4122
Costa Rica,CRI,27.8,NA,NA,NA,NA,NA,NA,NA,10.6,2999.108,1.2837076,94.4122
Cote d'Ivoire,CIV,60.1,2023,21.8,8.54,12.9,48.1,69.7,22.5,NA,2736.1533,20.902609000000002,NA
Cuba,CUB,29,2023,7.1,2,2.3,NA,NA,NA,6.6,3315.2122,NA,76.6831
Cuba,CUB,29,2023,7.1,2,2.3,NA,NA,NA,8,3315.2122,NA,76.6831
Cuba,CUB,29,2023,7.1,2,2.3,NA,NA,NA,7.3,3315.2122,NA,76.6831
Djibouti,DJI,63,NA,NA,NA,NA,NA,NA,NA,18.9,2726.3806,25.36088,101.1889
Djibouti,DJI,63,NA,NA,NA,NA,NA,NA,NA,22.9,2726.3806,25.36088,101.1889
Djibouti,DJI,63,NA,NA,NA,NA,NA,NA,NA,20.9,2726.3806,25.36088,101.1889
Dominican Republic,DOM,33.7,NA,NA,NA,NA,NA,NA,NA,5,3227.89,0.77533007,117.2417
Dominican Republic,DOM,33.7,NA,NA,NA,NA,NA,NA,NA,6.2,3227.89,0.77533007,117.2417
Dominican Republic,DOM,33.7,NA,NA,NA,NA,NA,NA,NA,5.6,3227.89,0.77533007,117.2417
Ecuador,ECU,39.4,NA,NA,NA,NA,NA,NA,NA,16.1,2574.2866,7.3132634,113.3468
Ecuador,ECU,39.4,NA,NA,NA,NA,NA,NA,NA,19.3,2574.2866,7.3132634,113.3468
Ecuador,ECU,39.4,NA,NA,NA,NA,NA,NA,NA,17.7,2574.2866,7.3132634,113.3468
Egypt,EGY,44.1,NA,NA,NA,NA,NA,NA,NA,12.2,3071.079,1.3737847,111.912
Egypt,EGY,44.1,NA,NA,NA,NA,NA,NA,NA,13.6,3071.079,1.3737847,111.912
Egypt,EGY,44.1,NA,NA,NA,NA,NA,NA,NA,12.9,3071.079,1.3737847,111.912
El Salvador,SLV,37.2,NA,NA,NA,NA,NA,NA,NA,8.5,2861.1096,4.6368394,110.3545
El Salvador,SLV,37.2,NA,NA,NA,NA,NA,NA,NA,10.3,2861.1096,4.6368394,110.3545
El Salvador,SLV,37.2,NA,NA,NA,NA,NA,NA,NA,9.4,2861.1096,4.6368394,110.3545
Equatorial Guinea,GNQ,64.9,NA,NA,NA,NA,NA,NA,NA,15.4,NA,8.794199,91.6472
Equatorial Guinea,GNQ,64.9,NA,NA,NA,NA,NA,NA,NA,18.8,NA,8.794199,91.6472
Equatorial Guinea,GNQ,64.9,NA,NA,NA,NA,NA,NA,NA,17.1,NA,8.794199,91.6472
Eritrea,ERI,70,NA,NA,NA,NA,NA,NA,NA,44.7,NA,NA,95.0413
Eritrea,ERI,70,NA,NA,NA,NA,NA,NA,NA,51.1,NA,NA,95.0413
Eritrea,ERI,70,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,95.0413
Eswatini,SWZ,56.1,2023,NA,NA,NA,35.1,40.4,NA,16.6,2517.1543,44.53093,89.3791
Eswatini,SWZ,56.1,2023,NA,NA,NA,35.1,40.4,NA,21.1,2517.1543,44.53093,89.3791
Eswatini,SWZ,56.1,2023,NA,NA,NA,35.1,40.4,NA,18.9,2517.1543,44.53093,89.3791
Ethiopia,ETH,76.3,NA,NA,NA,NA,NA,NA,NA,33,2441.0837,38.636116,83.9374
Ethiopia,ETH,76.3,NA,NA,NA,NA,NA,NA,NA,38,2441.0837,38.636116,83.9374
Ethiopia,ETH,76.3,NA,NA,NA,NA,NA,NA,NA,35.5,2441.0837,38.636116,83.9374
Fiji,FJI,39.2,2023,7.2,4.5,4.6,11.7,15.1,NA,6.7,2982.4546,4.6530714,116.4997
Fiji,FJI,39.2,2023,7.2,4.5,4.6,11.7,15.1,NA,7.7,2982.4546,4.6530714,116.4997
Fiji,FJI,39.2,2023,7.2,4.5,4.6,11.7,15.1,NA,7.2,2982.4546,4.6530714,116.4997
Gabon,GAB,40.4,2023,13.3,3.43,5.22,24.4,33.7,9.51,12.1,2507.9507,3.8104873,84.4798
Gabon,GAB,40.4,2023,13.3,3.43,5.22,24.4,33.7,9.51,15.3,2507.9507,3.8104873,84.4798
Gabon,GAB,40.4,2023,13.3,3.43,5.22,24.4,33.7,9.51,13.7,2507.9507,3.8104873,84.4798
Gambia,GMB,56.5,2023,14.2,3.7,8.05,47.2,54,12.5,12.4,2516.9207,22.001888,63.7096
Gambia,GMB,56.5,2023,14.2,3.7,8.05,47.2,54,12.5,15.6,2516.9207,22.001888,63.7096
Gambia,GMB,56.5,2023,14.2,3.7,8.05,47.2,54,12.5,14,2516.9207,22.001888,63.7096
Ghana,GHA,52.9,2023,16.9,5.78,11.6,26.8,39.1,12.7,13.8,3132.9773,39.02579,104.6562
Ghana,GHA,52.9,2023,16.9,5.78,11.6,26.8,39.1,12.7,17.3,3132.9773,39.02579,104.6562
Ghana,GHA,52.9,2023,16.9,5.78,11.6,26.8,39.1,12.7,15.6,3132.9773,39.02579,104.6562
Guatemala,GTM,45.4,NA,NA,NA,NA,NA,NA,NA,41.9,2790.4397,9.66095,94.6222
Guatemala,GTM,45.4,NA,NA,NA,NA,NA,NA,NA,47.2,2790.4397,9.66095,94.6222
Guatemala,GTM,45.4,NA,NA,NA,NA,NA,NA,NA,44.6,2790.4397,9.66095,94.6222
Guinea,GIN,69.8,NA,NA,NA,NA,NA,NA,NA,24.5,2872.6372,11.650445,98.8363
Guinea,GIN,69.8,NA,NA,NA,NA,NA,NA,NA,28.7,2872.6372,11.650445,98.8363
Guinea,GIN,69.8,NA,NA,NA,NA,NA,NA,NA,26.6,2872.6372,11.650445,98.8363
Guinea Bissau,GNB,69.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,GUY,40.4,NA,NA,NA,NA,NA,NA,NA,6.4,3202.082,13.011032,97.3463
Guyana,GUY,40.4,NA,NA,NA,NA,NA,NA,NA,7.8,3202.082,13.011032,97.3463
Guyana,GUY,40.4,NA,NA,NA,NA,NA,NA,NA,7.1,3202.082,13.011032,97.3463
Haiti,HTI,67.1,NA,NA,NA,NA,NA,NA,NA,20,1991.8953,65.09744,87.6722
Haiti,HTI,67.1,NA,NA,NA,NA,NA,NA,NA,23.1,1991.8953,65.09744,87.6722
Haiti,HTI,67.1,NA,NA,NA,NA,NA,NA,NA,21.6,1991.8953,65.09744,87.6722
Honduras,HND,46.7,NA,NA,NA,NA,NA,NA,NA,16.2,2646.4614,15.717371,91.1348
Honduras,HND,46.7,NA,NA,NA,NA,NA,NA,NA,19.5,2646.4614,15.717371,91.1348
Honduras,HND,46.7,NA,NA,NA,NA,NA,NA,NA,17.9,2646.4614,15.717371,91.1348
India,IND,48.3,NA,NA,NA,NA,NA,NA,NA,31.8,2573.6377,5.2516403,112.3424
India,IND,48.3,NA,NA,NA,NA,NA,NA,NA,34,2573.6377,5.2516403,112.3424
India,IND,48.3,NA,NA,NA,NA,NA,NA,NA,32.9,2573.6377,5.2516403,112.3424
Indonesia,IDN,39.5,NA,NA,NA,NA,NA,NA,NA,21.2,2796.1113,5.438113,107.3516
Indonesia,IDN,39.5,NA,NA,NA,NA,NA,NA,NA,24,2796.1113,5.438113,107.3516
Indonesia,IDN,39.5,NA,NA,NA,NA,NA,NA,NA,22.6,2796.1113,5.438113,107.3516
Iran,IRN,36.7,NA,NA,NA,NA,NA,NA,NA,NA,2847.2524,2.4873052,77.9848
Iraq,IRQ,48.9,NA,NA,NA,NA,NA,NA,NA,8.9,2325.3887,0.54943144,92.5069
Iraq,IRQ,48.9,NA,NA,NA,NA,NA,NA,NA,10,2325.3887,0.54943144,92.5069
Iraq,IRQ,48.9,NA,NA,NA,NA,NA,NA,NA,9.4,2325.3887,0.54943144,92.5069
Jamaica,JAM,36.8,NA,NA,NA,NA,NA,NA,NA,6.2,2915.9214,1.3869244,102.9037
Jamaica,JAM,36.8,NA,NA,NA,NA,NA,NA,NA,7.5,2915.9214,1.3869244,102.9037
Jamaica,JAM,36.8,NA,NA,NA,NA,NA,NA,NA,6.9,2915.9214,1.3869244,102.9037
Jordan,JOR,40.7,2023,16.3,9.4,14.4,31.1,40.9,10.2,7.2,2563.9648,0.10412249,110.272
Jordan,JOR,40.7,2023,16.3,9.4,14.4,31.1,40.9,10.2,8.1,2563.9648,0.10412249,110.272
Jordan,JOR,40.7,2023,16.3,9.4,14.4,31.1,40.9,10.2,7.7,2563.9648,0.10412249,110.272
Kazakhstan,KAZ,32.6,NA,NA,NA,NA,NA,NA,NA,4.2,3330.2756,0.040175647,131.5922
Kazakhstan,KAZ,32.6,NA,NA,NA,NA,NA,NA,NA,4.7,3330.2756,0.040175647,131.5922
Kazakhstan,KAZ,32.6,NA,NA,NA,NA,NA,NA,NA,4.4,3330.2756,0.040175647,131.5922
Kenya,KEN,61,2023,16.3,4.55,9.56,34.3,41.8,7.75,16,2090.8738,46.879227,88.1706
Kenya,KEN,61,2023,16.3,4.55,9.56,34.3,41.8,7.75,19.8,2090.8738,46.879227,88.1706
Kenya,KEN,61,2023,16.3,4.55,9.56,34.3,41.8,7.75,17.9,2090.8738,46.879227,88.1706
Kiribati,KIR,52.9,NA,NA,NA,NA,NA,NA,NA,13.8,3113.4526,6.133309,NA
Kiribati,KIR,52.9,NA,NA,NA,NA,NA,NA,NA,15.5,3113.4526,6.133309,NA
Kiribati,KIR,52.9,NA,NA,NA,NA,NA,NA,NA,14.7,3113.4526,6.133309,NA
Kyrgyzstan,KGZ,44.7,NA,NA,NA,NA,NA,NA,NA,10.3,2632.252,2.7435172,101.5319
Kyrgyzstan,KGZ,44.7,NA,NA,NA,NA,NA,NA,NA,11.7,2632.252,2.7435172,101.5319
Kyrgyzstan,KGZ,44.7,NA,NA,NA,NA,NA,NA,NA,11,2632.252,2.7435172,101.5319
Lao,LAO,54.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,LBN,41,NA,NA,NA,NA,NA,NA,NA,9.5,2796.6702,5.8941355,118.8594
Lebanon,LBN,41,NA,NA,NA,NA,NA,NA,NA,10.6,2796.6702,5.8941355,118.8594
Lebanon,LBN,41,NA,NA,NA,NA,NA,NA,NA,10.1,2796.6702,5.8941355,118.8594
Lesotho,LSO,64.1,2023,33.1,2.02,10.7,46,61.8,15.3,31.7,1821.1132,41.85849,91.927
Lesotho,LSO,64.1,2023,33.1,2.02,10.7,46,61.8,15.3,38.3,1821.1132,41.85849,91.927
Lesotho,LSO,64.1,2023,33.1,2.02,10.7,46,61.8,15.3,35,1821.1132,41.85849,91.927
Liberia,LBR,72.1,2023,28,2.47,8.14,64.9,92,29,24.3,2075.7075,33.558933,88.2037
Liberia,LBR,72.1,2023,28,2.47,8.14,64.9,92,29,29.4,2075.7075,33.558933,88.2037
Liberia,LBR,72.1,2023,28,2.47,8.14,64.9,92,29,26.9,2075.7075,33.558933,88.2037
Libya,LBY,43.9,NA,NA,NA,NA,NA,NA,NA,8.6,3013.0144,NA,123.6946
Libya,LBY,43.9,NA,NA,NA,NA,NA,NA,NA,9.7,3013.0144,NA,123.6946
Libya,LBY,43.9,NA,NA,NA,NA,NA,NA,NA,9.2,3013.0144,NA,123.6946
Madagascar,MDG,71.3,2023,38.1,7.8,20.4,42.8,69.3,25.2,35.7,1924.9441,69.17264,95.0772
Madagascar,MDG,71.3,2023,38.1,7.8,20.4,42.8,69.3,25.2,41,1924.9441,69.17264,95.0772
Madagascar,MDG,71.3,2023,38.1,7.8,20.4,42.8,69.3,25.2,38.4,1924.9441,69.17264,95.0772
Malawi,MWI,75.4,2023,34.8,2.28,14,59.5,59.9,NA,30.2,2621.5164,75.43822,103.7327
Malawi,MWI,75.4,2023,34.8,2.28,14,59.5,59.9,NA,36.1,2621.5164,75.43822,103.7327
Malawi,MWI,75.4,2023,34.8,2.28,14,59.5,59.9,NA,33.2,2621.5164,75.43822,103.7327
Malaysia,MYS,27.5,NA,NA,NA,NA,NA,NA,NA,22.9,2937.749,0.013082942,95.7388
Malaysia,MYS,27.5,NA,NA,NA,NA,NA,NA,NA,25.7,2937.749,0.013082942,95.7388
Malaysia,MYS,27.5,NA,NA,NA,NA,NA,NA,NA,24.3,2937.749,0.013082942,95.7388
Maldives,MDV,32.2,NA,NA,NA,NA,NA,NA,NA,13.6,2650.8901,0,NA
Maldives,MDV,32.2,NA,NA,NA,NA,NA,NA,NA,14.7,2650.8901,0,NA
Maldives,MDV,32.2,NA,NA,NA,NA,NA,NA,NA,14.2,2650.8901,0,NA
Mali,MLI,73.3,NA,NA,NA,NA,NA,NA,NA,21.1,2734.4417,36.103077,100.0214
Mali,MLI,73.3,NA,NA,NA,NA,NA,NA,NA,25.3,2734.4417,36.103077,100.0214
Mali,MLI,73.3,NA,NA,NA,NA,NA,NA,NA,23.2,2734.4417,36.103077,100.0214
Mauritania,MRT,62.3,2023,23.9,1.06,11.6,0.01,0.01,4.79,19.4,2914.4543,10.221504,89.799
Mauritania,MRT,62.3,2023,23.9,1.06,11.6,0.01,0.01,4.79,23.6,2914.4543,10.221504,89.799
Mauritania,MRT,62.3,2023,23.9,1.06,11.6,0.01,0.01,4.79,21.5,2914.4543,10.221504,89.799
Mauritius,MUS,31.4,NA,NA,NA,NA,NA,NA,NA,6.9,3167.9912,0.5401916,100.1829
Mauritius,MUS,31.4,NA,NA,NA,NA,NA,NA,NA,8.7,3167.9912,0.5401916,100.1829
Mauritius,MUS,31.4,NA,NA,NA,NA,NA,NA,NA,7.8,3167.9912,0.5401916,100.1829
Mexico,MEX,34.1,NA,NA,NA,NA,NA,NA,NA,11.8,3297.6484,2.3303962,107.0274
Mexico,MEX,34.1,NA,NA,NA,NA,NA,NA,NA,14.3,3297.6484,2.3303962,107.0274
Mexico,MEX,34.1,NA,NA,NA,NA,NA,NA,NA,13.1,3297.6484,2.3303962,107.0274
Mongolia,MNG,37.2,NA,NA,NA,NA,NA,NA,NA,6.5,3099.3682,0.4398251,130.8476
Mongolia,MNG,37.2,NA,NA,NA,NA,NA,NA,NA,7.6,3099.3682,0.4398251,130.8476
Mongolia,MNG,37.2,NA,NA,NA,NA,NA,NA,NA,7.1,3099.3682,0.4398251,130.8476
Morocco,MAR,43.4,NA,NA,NA,NA,NA,NA,NA,12.9,3339.2712,3.675868,94.6503
Morocco,MAR,43.4,NA,NA,NA,NA,NA,NA,NA,14.4,3339.2712,3.675868,94.6503
Morocco,MAR,43.4,NA,NA,NA,NA,NA,NA,NA,13.7,3339.2712,3.675868,94.6503
Mozambique,MOZ,78.9,2023,36.5,3.8,15.2,36.2,56,20.5,34,2175.5925,81.361374,124.8353
Mozambique,MOZ,78.9,2023,36.5,3.8,15.2,36.2,56,20.5,40,2175.5925,81.361374,124.8353
Mozambique,MOZ,78.9,2023,36.5,3.8,15.2,36.2,56,20.5,37,2175.5925,81.361374,124.8353
Myanmar,MMR,54.3,NA,NA,NA,NA,NA,NA,NA,23,2829.1934,10.266229,89.3361
Myanmar,MMR,54.3,NA,NA,NA,NA,NA,NA,NA,25.8,2829.1934,10.266229,89.3361
Myanmar,MMR,54.3,NA,NA,NA,NA,NA,NA,NA,24.5,2829.1934,10.266229,89.3361
Namibia,NAM,52.1,NA,NA,NA,NA,NA,NA,NA,14.4,2297.5337,22.863062,91.6802
Namibia,NAM,52.1,NA,NA,NA,NA,NA,NA,NA,18.4,2297.5337,22.863062,91.6802
Namibia,NAM,52.1,NA,NA,NA,NA,NA,NA,NA,16.4,2297.5337,22.863062,91.6802
Nepal,NPL,50.8,2023,23.3,5.37,17,34.1,39.6,5.74,25.1,3012.8118,2.4363146,114.6608
Nepal,NPL,50.8,2023,23.3,5.37,17,34.1,39.6,5.74,27,3012.8118,2.4363146,114.6608
Nepal,NPL,50.8,2023,23.3,5.37,17,34.1,39.6,5.74,26,3012.8118,2.4363146,114.6608
Nicaragua,NIC,44.7,NA,NA,NA,NA,NA,NA,NA,NA,2781.3022,6.570378,108.7886
Niger,NER,87.9,NA,NA,NA,NA,NA,NA,NA,45.7,2724.2576,60.48987,111.4549
Niger,NER,87.9,NA,NA,NA,NA,NA,NA,NA,50.8,2724.2576,60.48987,111.4549
Niger,NER,87.9,NA,NA,NA,NA,NA,NA,NA,48.3,2724.2576,60.48987,111.4549
Nigeria,NGA,65.8,2023,NA,NA,NA,74,98.9,NA,31.4,2451.6863,41.81955,106.0952
Nigeria,NGA,65.8,2023,NA,NA,NA,74,98.9,NA,36.2,2451.6863,41.81955,106.0952
Nigeria,NGA,65.8,2023,NA,NA,NA,74,98.9,NA,33.8,2451.6863,41.81955,106.0952
Pakistan,PAK,61.1,NA,NA,NA,NA,NA,NA,NA,32.6,2364.0386,16.51617,109.4896
Pakistan,PAK,61.1,NA,NA,NA,NA,NA,NA,NA,34.5,2364.0386,16.51617,109.4896
Pakistan,PAK,61.1,NA,NA,NA,NA,NA,NA,NA,33.6,2364.0386,16.51617,109.4896
Palestine,PSE,42.5,2023,9.35,1.35,2.45,8.64,11.7,NA,NA,NA,2.0733128,NA
Panama,PAN,30,NA,NA,NA,NA,NA,NA,NA,12.7,3066.9197,3.1258318,104.4718
Panama,PAN,30,NA,NA,NA,NA,NA,NA,NA,15.3,3066.9197,3.1258318,104.4718
Panama,PAN,30,NA,NA,NA,NA,NA,NA,NA,14,3066.9197,3.1258318,104.4718
Papua New Guinea,PNG,75.1,NA,NA,NA,NA,NA,NA,NA,46.2,2209.8362,52.21029,96.1282
Papua New Guinea,PNG,75.1,NA,NA,NA,NA,NA,NA,NA,48.9,2209.8362,52.21029,96.1282
Papua New Guinea,PNG,75.1,NA,NA,NA,NA,NA,NA,NA,47.6,2209.8362,52.21029,96.1282
Paraguay,PRY,36.2,NA,NA,NA,NA,NA,NA,NA,2.9,3065.1274,2.1053329,76.9666
Paraguay,PRY,36.2,NA,NA,NA,NA,NA,NA,NA,3.5,3065.1274,2.1053329,76.9666
Paraguay,PRY,36.2,NA,NA,NA,NA,NA,NA,NA,3.2,3065.1274,2.1053329,76.9666
Peru,PER,34.7,NA,NA,NA,NA,NA,NA,NA,9.6,2853.6084,5.140564,118.0654
Peru,PER,34.7,NA,NA,NA,NA,NA,NA,NA,11.6,2853.6084,5.140564,118.0654
Peru,PER,34.7,NA,NA,NA,NA,NA,NA,NA,10.6,2853.6084,5.140564,118.0654
Philippines,PHL,40.4,2023,NA,NA,NA,16.5,21.7,5.22,26,2888.6726,11.531733,94.4095
Philippines,PHL,40.4,2023,NA,NA,NA,16.5,21.7,5.22,29.3,2888.6726,11.531733,94.4095
Philippines,PHL,40.4,2023,NA,NA,NA,16.5,21.7,5.22,27.7,2888.6726,11.531733,94.4095
Rwanda,RWA,67,2023,30,0.38,6.48,30.3,39.3,9.25,27,2336.4639,38.55049,95.6575
Rwanda,RWA,67,2023,30,0.38,6.48,30.3,39.3,9.25,32.6,2336.4639,38.55049,95.6575
Rwanda,RWA,67,2023,30,0.38,6.48,30.3,39.3,9.25,29.8,2336.4639,38.55049,95.6575
Saint Lucia,LCA,38.6,NA,NA,NA,NA,NA,NA,NA,2.5,2736.8208,6.40365,NA
Saint Lucia,LCA,38.6,NA,NA,NA,NA,NA,NA,NA,3.1,2736.8208,6.40365,NA
Saint Lucia,LCA,38.6,NA,NA,NA,NA,NA,NA,NA,2.8,2736.8208,6.40365,NA
Samoa,WSM,47,2023,7.1,3.1,3.3,15.6,19.6,NA,7.8,3164.3618,4.458564,NA
Samoa,WSM,47,2023,7.1,3.1,3.3,15.6,19.6,NA,9,3164.3618,4.458564,NA
Samoa,WSM,47,2023,7.1,3.1,3.3,15.6,19.6,NA,8.4,3164.3618,4.458564,NA
Sao Tome & Principe,STP,53.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senegal,SEN,55.5,2023,17.1,10.2,15.7,32.6,42.2,9.98,15.3,2772.088,17.887472,109.9523
Senegal,SEN,55.5,2023,17.1,10.2,15.7,32.6,42.2,9.98,19,2772.088,17.887472,109.9523
Senegal,SEN,55.5,2023,17.1,10.2,15.7,32.6,42.2,9.98,17.2,2772.088,17.887472,109.9523
Sierra Leone,SLE,72,NA,NA,NA,NA,NA,NA,NA,22.7,2408.555,41.4852,113.8966
Sierra Leone,SLE,72,NA,NA,NA,NA,NA,NA,NA,27.6,2408.555,41.4852,113.8966
Sierra Leone,SLE,72,NA,NA,NA,NA,NA,NA,NA,25.2,2408.555,41.4852,113.8966
Somalia,SOM,85,NA,NA,NA,NA,NA,NA,NA,22,1812.4296,NA,74.6347
Somalia,SOM,85,NA,NA,NA,NA,NA,NA,NA,25.7,1812.4296,NA,74.6347
Somalia,SOM,85,NA,NA,NA,NA,NA,NA,NA,23.9,1812.4296,NA,74.6347
South Africa,ZAF,40.4,NA,NA,NA,NA,NA,NA,NA,21.7,2651.0393,31.210604,100.2017
South Africa,ZAF,40.4,NA,NA,NA,NA,NA,NA,NA,27,2651.0393,31.210604,100.2017
